"Plot","430","585","946","1267","1356","1495","1662.5","1812","2031.5","Weeds","Stand","X"
"YC18:1205",0.13693,0.31234,0.65464,0.67867,0.75108,0.79981,0.74166,0.79603,0.70611,"No",15,NA
"YC18:1207",0.097635,0.19902,0.57292,0.55125,0.63343,0.67961,0.68776,0.69637,0.6654,"No",15,NA
"YC18:1208",0.075693,0.24517,0.62355,0.69993,0.75682,0.75275,0.76908,0.77171,0.72484,"No",15,NA
"YC18:1209",0.096767,0.20366,0.66754,0.70754,0.68664,0.73993,0.7647,0.80438,0.7799,"No",15,NA
"YC18:1213",0.17534,0.18745,0.66551,0.66408,0.66826,0.73578,0.76394,0.78414,0.75826,"No",15,NA
"YC18:1214",0.14584,0.24762,0.65445,0.67054,0.73713,0.80933,0.78828,0.80038,0.69903,"No",15,NA
"YC18:1221",0.10126,0.14524,0.45977,0.70793,0.72453,0.79338,0.8231,0.82015,0.82779,"No",22,NA
"YC18:1223",0.053666,0.19589,0.66205,0.62449,0.67014,0.81885,0.84973,0.85486,0.71941,"No",26,NA
"YC18:1224",0.093001,0.27415,0.64042,0.78786,0.80684,0.81476,0.79451,0.81704,0.77414,"No",22,NA
"YC18:1225",0.056591,0.1885,0.66819,0.68648,0.69267,0.67585,0.71413,0.72478,0.69465,"No",27,NA
"YC18:1227",0.065463,0.17477,0.55101,0.53934,0.62764,0.64703,0.67105,0.69214,0.61552,"No",22,NA
"YC18:1228",0.039722,0.14562,0.51568,0.46751,0.4622,0.6224,0.65134,0.66308,0.4733,"No",24,NA
"YC18:1229",0.064694,0.14211,0.51854,0.61441,0.61721,0.74171,0.69573,0.72584,0.60019,"No",16,NA
"YC18:1230",0.066935,0.16329,0.62639,0.73551,0.7109,0.80118,0.81009,0.82563,0.77679,"No",19,NA
"YC18:1231",0.13739,0.17552,0.63476,0.70228,0.70313,0.70712,0.78387,0.73561,0.68051,"No",16,NA
"YC18:1232",0.11357,0.29697,0.66201,0.70667,0.70591,0.73773,0.71023,0.70884,0.63529,"No",18,NA
"YC18:1240",0.050463,0.13958,0.57141,0.62686,0.69148,0.70896,0.75662,0.75353,0.69124,"No",17,NA
"YC18:1241",0.10291,0.26643,0.68741,0.65499,0.66689,0.72637,0.75372,0.76329,0.70918,"No",26,NA
"YC18:1242",0.15128,0.24455,0.66382,0.59752,0.64823,0.68548,0.73652,0.72245,0.66894,"No",20,NA
"YC18:1243",0.076246,0.16977,0.68491,0.60311,0.6826,0.80529,0.78574,0.73482,0.68794,"No",19,NA
"YC18:1244",0.022656,0.090139,0.61007,0.46233,0.4993,0.59285,0.57987,0.5967,0.55178,"No",15,NA
"YC18:1248",0.055345,0.2467,0.70893,0.71789,0.73718,0.79619,0.78924,0.80825,0.72894,"No",26,NA
"YC18:1249",0.046963,0.18362,0.61668,0.67503,0.67119,0.70179,0.75302,0.7507,0.72216,"No",25,NA
"YC18:1250",0.085939,0.23389,0.7053,0.70409,0.7258,0.7704,0.79438,0.78344,0.7303,"No",24,NA
"YC18:1251",0.059802,0.21725,0.63334,0.65854,0.67549,0.7373,0.72988,0.76493,0.66969,"No",26,NA
"YC18:1252",0.074965,0.2535,0.72861,0.75019,0.81715,0.83489,0.82567,0.84806,0.75436,"No",15,NA
"YC18:1253",0.073515,0.22825,0.68165,0.73594,0.70633,0.72408,0.73031,0.74205,0.67775,"No",15,NA
"YC18:1254",0.071718,0.27277,0.69879,0.7601,0.75844,0.81757,0.79405,0.81015,0.79169,"No",15,NA
"YC18:1255",0.05382,0.20273,0.60205,0.73729,0.76996,0.79194,0.8116,0.84493,0.77052,"No",15,NA
"YC18:1256",0.094822,0.27825,0.69978,0.70582,0.67223,0.7171,0.75365,0.79057,0.68554,"No",15,NA
"YC18:1257",0.042555,0.1558,0.53602,0.5794,0.60325,0.64435,0.6901,0.68453,0.65162,"No",15,NA
"YC18:1258",0.049832,0.22642,0.55092,0.51546,0.62015,0.43261,0.67568,0.67118,0.53605,"No",15,NA
"YC18:1259",0.044519,0.17992,0.54489,0.59749,0.68005,0.70294,0.77578,0.78648,0.69165,"No",15,NA
"YC18:1260",0.091911,0.21982,0.57636,0.69871,0.77477,0.83082,0.84187,0.81644,0.83277,"No",15,NA
"YC18:1263",0.05396,0.16057,0.54794,0.62789,0.57318,0.61771,0.71177,0.74833,0.75494,"No",15,NA
"YC18:1264",0.14853,0.24159,0.66503,0.80868,0.81134,0.82339,0.84419,0.843,0.79012,"No",15,NA
"YC18:1265",0.093977,0.15012,0.44574,0.73057,0.74827,0.79714,0.79053,0.79456,0.77511,"No",15,NA
"YC18:1268",0.039309,0.17184,0.49366,0.61836,0.60115,0.58615,0.60768,0.68911,0.63944,"No",15,NA
"YC18:1272",0.055444,0.21801,0.63051,0.76006,0.80126,0.81334,0.81445,0.82934,0.78402,"No",15,NA
"YC18:1274",0.025047,0.1288,0.47575,0.59936,0.65402,0.64411,0.6866,0.6819,0.6584,"No",15,NA
"YC18:1276",0.027071,0.10769,0.44468,0.58717,0.68764,0.74265,0.76567,0.80338,0.76501,"No",15,NA
"YC18:1278",0.061293,0.12885,0.40926,0.54538,0.65715,0.70676,0.72415,0.80256,0.81053,"No",15,NA
"YC18:1279",0.1012,0.22372,0.63257,0.73551,0.77374,0.84207,0.82639,0.85746,0.82031,"No",15,NA
"YC18:1280",0.083851,0.21975,0.64206,0.66452,0.74074,0.77765,0.76336,0.80922,0.7266,"No",15,NA
"YC18:1283",0.051071,0.1646,0.55615,0.6017,0.70127,0.77367,0.803,0.80867,0.81664,"No",15,NA
"YC18:1287",0.055472,0.20687,0.61407,0.67633,0.70771,0.76098,0.76373,0.76675,0.74638,"No",15,NA
"YC18:1288",0.080661,0.22189,0.67635,0.7122,0.7879,0.75497,0.73037,0.77143,0.7359,"No",23,NA
"YC18:1289",0.063043,0.2235,0.75219,0.74922,0.79513,0.82718,0.7653,0.77532,0.72228,"No",22,NA
"YC18:1290",0.088006,0.24673,0.76176,0.80435,0.83932,0.85838,0.86094,0.88733,0.8287,"No",26,NA
"YC18:1291",0.053845,0.17988,0.59948,0.73574,0.79104,0.80197,0.83278,0.86719,0.82299,"No",20,NA
"YC18:1292",0.050364,0.18853,0.64405,0.7273,0.73998,0.77846,0.82858,0.86012,0.80471,"No",23,NA
"YC18:1293",0.073444,0.24893,0.6809,0.648,0.72495,0.74387,0.74718,0.79299,0.71261,"No",27,NA
"YC18:1294",0.029038,0.13788,0.53557,0.71038,0.76737,0.83234,0.82936,0.87146,0.8402,"No",23,NA
"YC18:1295",0.059024,0.16634,0.55714,0.5587,0.6692,0.67364,0.71407,0.73788,0.68593,"No",19,NA
"YC18:1296",0.045858,0.1341,0.48262,0.49776,0.60698,0.60681,0.6111,0.66188,0.56474,"No",19,NA
"YC18:1297",0.10467,0.29674,0.6758,0.72724,0.78248,0.80872,0.78581,0.80558,0.71797,"No",26,NA
"YC18:1298",0.047635,0.14594,0.52788,0.63996,0.70193,0.70976,0.71992,0.81944,0.80367,"No",22,NA
"YC18:1299",0.046246,0.17243,0.59996,0.65332,0.7035,0.7178,0.72087,0.80302,0.79538,"No",19,NA
"YC18:1300",0.05693,0.16656,0.58219,0.62312,0.65815,0.68113,0.71626,0.73811,0.70916,"No",21,NA
"YC18:1301",0.024821,0.10648,0.51368,0.53732,0.67327,0.71157,0.73241,0.76415,0.70174,"No",22,NA
"YC18:1302",0.041986,0.20713,0.69494,0.76443,0.7856,0.80906,0.79674,0.81988,0.77829,"No",27,NA
