Fields,BoundingBox,X,Y,left,top,right,bottom,id
16,"[-93.1745247230024,44.9929299691019;-93.1744467230024,44.9929369691019]","[-93.1745247230024,-93.1744467230024,-93.1744467230024,-93.1745247230024,-93.1745247230024,NaN]","[44.9929369691019,44.9929369691019,44.9929299691019,44.9929299691019,44.9929369691019,NaN]",16,-93.17460394,44.99296036,-93.17452594,44.99295336
17,"[-93.1745265400160,44.9929231962286;-93.1744485400160,44.9929301962286]","[-93.1745265400160,-93.1744485400160,-93.1744485400160,-93.1745265400160,-93.1745265400160,NaN]","[44.9929301962286,44.9929301962286,44.9929231962286,44.9929231962286,44.9929301962286,NaN]",17,-93.17460394,44.99295336,-93.17452594,44.99294636
18,"[-93.1745266535793,44.9929163097919;-93.1744486535793,44.9929233097919]","[-93.1745266535793,-93.1744486535793,-93.1744486535793,-93.1745266535793,-93.1745266535793,NaN]","[44.9929233097919,44.9929233097919,44.9929163097919,44.9929163097919,44.9929233097919,NaN]",18,-93.17460394,44.99294636,-93.17452594,44.99293936
19,"[-93.1745224517355,44.9929095369186;-93.1744444517355,44.9929165369186]","[-93.1745224517355,-93.1744444517355,-93.1744444517355,-93.1745224517355,-93.1745224517355,NaN]","[44.9929165369186,44.9929165369186,44.9929095369186,44.9929095369186,44.9929165369186,NaN]",19,-93.17460394,44.99293936,-93.17452594,44.99293236
20,"[-93.1745224517355,44.9929031047353;-93.1744444517355,44.9929101047353]","[-93.1745224517355,-93.1744444517355,-93.1744444517355,-93.1745224517355,-93.1745224517355,NaN]","[44.9929101047353,44.9929101047353,44.9929031047353,44.9929031047353,44.9929101047353,NaN]",20,-93.17460394,44.99293236,-93.17452594,44.99292536
21,"[-93.1745280163395,44.9928962182987;-93.1744500163395,44.9929032182987]","[-93.1745280163395,-93.1744500163395,-93.1744500163395,-93.1745280163395,-93.1745280163395,NaN]","[44.9929032182987,44.9929032182987,44.9928962182987,44.9928962182987,44.9929032182987,NaN]",21,-93.17460394,44.99292536,-93.17452594,44.99291836
22,"[-93.1745288112829,44.9928892182987;-93.1744508112829,44.9928962182987]","[-93.1745288112829,-93.1744508112829,-93.1744508112829,-93.1745288112829,-93.1745288112829,NaN]","[44.9928962182987,44.9928962182987,44.9928892182987,44.9928892182987,44.9928962182987,NaN]",22,-93.17460394,44.99291836,-93.17452594,44.99291136
23,"[-93.1745263128893,44.9928821047353;-93.1744483128893,44.9928891047353]","[-93.1745263128893,-93.1744483128893,-93.1744483128893,-93.1745263128893,-93.1745263128893,NaN]","[44.9928891047353,44.9928891047353,44.9928821047353,44.9928821047353,44.9928891047353,NaN]",23,-93.17460394,44.99291136,-93.17452594,44.99290436
24,"[-93.1745255179459,44.9928748776086;-93.1744475179459,44.9928818776086]","[-93.1745255179459,-93.1744475179459,-93.1744475179459,-93.1745255179459,-93.1745255179459,NaN]","[44.9928818776086,44.9928818776086,44.9928748776086,44.9928748776086,44.9928818776086,NaN]",24,-93.17460394,44.99290436,-93.17452594,44.99289736
25,"[-93.1745322181833,44.9928678776086;-93.1744542181833,44.9928748776086]","[-93.1745322181833,-93.1744542181833,-93.1744542181833,-93.1745322181833,-93.1745322181833,NaN]","[44.9928748776086,44.9928748776086,44.9928678776086,44.9928678776086,44.9928748776086,NaN]",25,-93.17460394,44.99289736,-93.17452594,44.99289036
26,"[-93.1745318774933,44.9928609911720;-93.1744538774933,44.9928679911720]","[-93.1745318774933,-93.1744538774933,-93.1744538774933,-93.1745318774933,-93.1745318774933,NaN]","[44.9928679911720,44.9928679911720,44.9928609911720,44.9928609911720,44.9928679911720,NaN]",26,-93.17460394,44.99289036,-93.17452594,44.99288336
27,"[-93.1745261993259,44.9928538776086;-93.1744481993259,44.9928608776086]","[-93.1745261993259,-93.1744481993259,-93.1744481993259,-93.1745261993259,-93.1745261993259,NaN]","[44.9928608776086,44.9928608776086,44.9928538776086,44.9928538776086,44.9928608776086,NaN]",27,-93.17460394,44.99288336,-93.17452594,44.99287636
28,"[-93.1745248365658,44.9928472182987;-93.1744468365658,44.9928542182987]","[-93.1745248365658,-93.1744468365658,-93.1744468365658,-93.1745248365658,-93.1745248365658,NaN]","[44.9928542182987,44.9928542182987,44.9928472182987,44.9928472182987,44.9928542182987,NaN]",28,-93.17460394,44.99287636,-93.17452594,44.99286936
29,"[-93.1745293790996,44.9928399911720;-93.1744513790996,44.9928469911720]","[-93.1745293790996,-93.1744513790996,-93.1744513790996,-93.1745293790996,-93.1745293790996,NaN]","[44.9928469911720,44.9928469911720,44.9928399911720,44.9928399911720,44.9928469911720,NaN]",29,-93.17460394,44.99286936,-93.17452594,44.99286236
30,"[-93.1745281299028,44.9928327640453;-93.1744501299028,44.9928397640453]","[-93.1745281299028,-93.1744501299028,-93.1744501299028,-93.1745281299028,-93.1745281299028,NaN]","[44.9928397640453,44.9928397640453,44.9928327640453,44.9928327640453,44.9928397640453,NaN]",30,-93.17460394,44.99286236,-93.17452594,44.99285536
31,"[-93.1745241551857,44.9928256504820;-93.1744461551857,44.9928326504819]","[-93.1745241551857,-93.1744461551857,-93.1744461551857,-93.1745241551857,-93.1745241551857,NaN]","[44.9928326504819,44.9928326504819,44.9928256504820,44.9928256504820,44.9928326504819,NaN]",31,-93.17460394,44.99285536,-93.17452594,44.99284836
32,"[-93.1745252908192,44.9928186504819;-93.1744472908192,44.9928256504819]","[-93.1745252908192,-93.1744472908192,-93.1744472908192,-93.1745252908192,-93.1745252908192,NaN]","[44.9928256504819,44.9928256504819,44.9928186504819,44.9928186504819,44.9928256504819,NaN]",32,-93.17460394,44.99284836,-93.17452594,44.99284136
33,"[-93.1745322181833,44.9928115369186;-93.1744542181833,44.9928185369186]","[-93.1745322181833,-93.1744542181833,-93.1744542181833,-93.1745322181833,-93.1745322181833,NaN]","[44.9928185369186,44.9928185369186,44.9928115369186,44.9928115369186,44.9928185369186,NaN]",33,-93.17460394,44.99284136,-93.17452594,44.99283436
34,"[-93.1745277892128,44.9928044233553;-93.1744497892128,44.9928114233553]","[-93.1745277892128,-93.1744497892128,-93.1744497892128,-93.1745277892128,-93.1745277892128,NaN]","[44.9928114233553,44.9928114233553,44.9928044233553,44.9928044233553,44.9928114233553,NaN]",34,-93.17460394,44.99283436,-93.17452594,44.99282736
35,"[-93.1745252908192,44.9927973097919;-93.1744472908192,44.9928043097919]","[-93.1745252908192,-93.1744472908192,-93.1744472908192,-93.1745252908192,-93.1745252908192,NaN]","[44.9928043097919,44.9928043097919,44.9927973097919,44.9927973097919,44.9928043097919,NaN]",35,-93.17460394,44.99282736,-93.17452594,44.99282036
36,"[-93.1745258586359,44.9927903097919;-93.1744478586359,44.9927973097919]","[-93.1745258586359,-93.1744478586359,-93.1744478586359,-93.1745258586359,-93.1745258586359,NaN]","[44.9927973097919,44.9927973097919,44.9927903097919,44.9927903097919,44.9927973097919,NaN]",36,-93.17460394,44.99282036,-93.17452594,44.99281336
37,"[-93.1745290384096,44.9927835369186;-93.1744510384096,44.9927905369186]","[-93.1745290384096,-93.1744510384096,-93.1744510384096,-93.1745290384096,-93.1745290384096,NaN]","[44.9927905369186,44.9927905369186,44.9927835369186,44.9927835369186,44.9927905369186,NaN]",37,-93.17460394,44.99281336,-93.17452594,44.99280636
38,"[-93.1745286977196,44.9927764233553;-93.1744506977196,44.9927834233553]","[-93.1745286977196,-93.1744506977196,-93.1744506977196,-93.1745286977196,-93.1745286977196,NaN]","[44.9927834233553,44.9927834233553,44.9927764233553,44.9927764233553,44.9927834233553,NaN]",38,-93.17460394,44.99280636,-93.17452594,44.99279936
39,"[-93.1745275620861,44.9927694233553;-93.1744495620861,44.9927764233553]","[-93.1745275620861,-93.1744495620861,-93.1744495620861,-93.1745275620861,-93.1745275620861,NaN]","[44.9927764233553,44.9927764233553,44.9927694233553,44.9927694233553,44.9927764233553,NaN]",39,-93.17460394,44.99279936,-93.17452594,44.99279236
40,"[-93.1745250636925,44.9927625369186;-93.1744470636925,44.9927695369186]","[-93.1745250636925,-93.1744470636925,-93.1744470636925,-93.1745250636925,-93.1745250636925,NaN]","[44.9927695369186,44.9927695369186,44.9927625369186,44.9927625369186,44.9927695369186,NaN]",40,-93.17460394,44.99279236,-93.17452594,44.99278536
41,"[-93.1745286977196,44.9927556504819;-93.1744506977196,44.9927626504819]","[-93.1745286977196,-93.1744506977196,-93.1744506977196,-93.1745286977196,-93.1745286977196,NaN]","[44.9927626504819,44.9927626504819,44.9927556504819,44.9927556504819,44.9927626504819,NaN]",41,-93.17460394,44.99278536,-93.17452594,44.99277836
42,"[-93.1745288112829,44.9927486504820;-93.1744508112829,44.9927556504819]","[-93.1745288112829,-93.1744508112829,-93.1744508112829,-93.1745288112829,-93.1745288112829,NaN]","[44.9927556504819,44.9927556504819,44.9927486504820,44.9927486504820,44.9927556504819,NaN]",42,-93.17460394,44.99277836,-93.17452594,44.99277136
43,"[-93.1745254043825,44.9927416504819;-93.1744474043825,44.9927486504819]","[-93.1745254043825,-93.1744474043825,-93.1744474043825,-93.1745254043825,-93.1745254043825,NaN]","[44.9927486504819,44.9927486504819,44.9927416504819,44.9927416504819,44.9927486504819,NaN]",43,-93.17460394,44.99277136,-93.17452594,44.99276436
44,"[-93.1745255179459,44.9927345369186;-93.1744475179459,44.9927415369186]","[-93.1745255179459,-93.1744475179459,-93.1744475179459,-93.1745255179459,-93.1745255179459,NaN]","[44.9927415369186,44.9927415369186,44.9927345369186,44.9927345369186,44.9927415369186,NaN]",44,-93.17460394,44.99276436,-93.17452594,44.99275736
45,"[-93.1745293790996,44.9927274233553;-93.1744513790996,44.9927344233553]","[-93.1745293790996,-93.1744513790996,-93.1744513790996,-93.1745293790996,-93.1745293790996,NaN]","[44.9927344233553,44.9927344233553,44.9927274233553,44.9927274233553,44.9927344233553,NaN]",45,-93.17460394,44.99275736,-93.17452594,44.99275036
46,"[-93.1745299469164,44.9927206504820;-93.1744519469164,44.9927276504819]","[-93.1745299469164,-93.1744519469164,-93.1744519469164,-93.1745299469164,-93.1745299469164,NaN]","[44.9927276504819,44.9927276504819,44.9927206504820,44.9927206504820,44.9927276504819,NaN]",46,-93.17460394,44.99275036,-93.17452594,44.99274336
47,"[-93.1745291519729,44.9927135369186;-93.1744511519729,44.9927205369186]","[-93.1745291519729,-93.1744511519729,-93.1744511519729,-93.1745291519729,-93.1745291519729,NaN]","[44.9927205369186,44.9927205369186,44.9927135369186,44.9927135369186,44.9927205369186,NaN]",47,-93.17460394,44.99274336,-93.17452594,44.99273636
48,"[-93.1745293790996,44.9927069911720;-93.1744513790996,44.9927139911720]","[-93.1745293790996,-93.1744513790996,-93.1744513790996,-93.1745293790996,-93.1745293790996,NaN]","[44.9927139911720,44.9927139911720,44.9927069911720,44.9927069911720,44.9927139911720,NaN]",48,-93.17460394,44.99273636,-93.17452594,44.99272936
49,"[-93.1744528554231,44.9930323571449;-93.1743748554231,44.9930393571449]","[-93.1744528554231,-93.1743748554231,-93.1743748554231,-93.1744528554231,-93.1744528554231,NaN]","[44.9930393571449,44.9930393571449,44.9930323571449,44.9930323571449,44.9930393571449,NaN]",61,-93.17452594,44.99306536,-93.17444794,44.99305836
50,"[-93.1744518333530,44.9930253571449;-93.1743738333530,44.9930323571449]","[-93.1744518333530,-93.1743738333530,-93.1743738333530,-93.1744518333530,-93.1744518333530,NaN]","[44.9930323571449,44.9930323571449,44.9930253571449,44.9930253571449,44.9930323571449,NaN]",62,-93.17452594,44.99305836,-93.17444794,44.99305136
51,"[-93.1744511519730,44.9930184707083;-93.1743731519729,44.9930254707083]","[-93.1744511519730,-93.1743731519729,-93.1743731519729,-93.1744511519730,-93.1744511519730,NaN]","[44.9930254707083,44.9930254707083,44.9930184707083,44.9930184707083,44.9930254707083,NaN]",63,-93.17452594,44.99305136,-93.17444794,44.99304436
52,"[-93.1744501299028,44.9930114707083;-93.1743721299028,44.9930184707083]","[-93.1744501299028,-93.1743721299028,-93.1743721299028,-93.1744501299028,-93.1744501299028,NaN]","[44.9930184707083,44.9930184707083,44.9930114707083,44.9930114707083,44.9930184707083,NaN]",64,-93.17452594,44.99304436,-93.17444794,44.99303736
53,"[-93.1744502434662,44.9930046978350;-93.1743722434662,44.9930116978349]","[-93.1744502434662,-93.1743722434662,-93.1743722434662,-93.1744502434662,-93.1744502434662,NaN]","[44.9930116978349,44.9930116978349,44.9930046978350,44.9930046978350,44.9930116978349,NaN]",65,-93.17452594,44.99303736,-93.17444794,44.99303036
54,"[-93.1744516062263,44.9929975842716;-93.1743736062263,44.9930045842716]","[-93.1744516062263,-93.1743736062263,-93.1743736062263,-93.1744516062263,-93.1744516062263,NaN]","[44.9930045842716,44.9930045842716,44.9929975842716,44.9929975842716,44.9930045842716,NaN]",66,-93.17452594,44.99303036,-93.17444794,44.99302336
55,"[-93.1744511519730,44.9929911520883;-93.1743731519729,44.9929981520883]","[-93.1744511519730,-93.1743731519729,-93.1743731519729,-93.1744511519730,-93.1744511519730,NaN]","[44.9929981520883,44.9929981520883,44.9929911520883,44.9929911520883,44.9929981520883,NaN]",67,-93.17452594,44.99302336,-93.17444794,44.99301636
56,"[-93.1744502434662,44.9929844927784;-93.1743722434662,44.9929914927784]","[-93.1744502434662,-93.1743722434662,-93.1743722434662,-93.1744502434662,-93.1744502434662,NaN]","[44.9929914927784,44.9929914927784,44.9929844927784,44.9929844927784,44.9929914927784,NaN]",68,-93.17452594,44.99301636,-93.17444794,44.99300936
57,"[-93.1744512655363,44.9929773792150;-93.1743732655363,44.9929843792150]","[-93.1744512655363,-93.1743732655363,-93.1743732655363,-93.1744512655363,-93.1744512655363,NaN]","[44.9929843792150,44.9929843792150,44.9929773792150,44.9929773792150,44.9929843792150,NaN]",69,-93.17452594,44.99300936,-93.17444794,44.99300236
58,"[-93.1744510384096,44.9929711741585;-93.1743730384096,44.9929781741584]","[-93.1744510384096,-93.1743730384096,-93.1743730384096,-93.1744510384096,-93.1744510384096,NaN]","[44.9929781741584,44.9929781741584,44.9929711741585,44.9929711741585,44.9929781741584,NaN]",70,-93.17452594,44.99300236,-93.17444794,44.99299536
59,"[-93.1744505841562,44.9929642877218;-93.1743725841562,44.9929712877218]","[-93.1744505841562,-93.1743725841562,-93.1743725841562,-93.1744505841562,-93.1744505841562,NaN]","[44.9929712877218,44.9929712877218,44.9929642877218,44.9929642877218,44.9929712877218,NaN]",71,-93.17452594,44.99299536,-93.17444794,44.99298836
60,"[-93.1744501299028,44.9929575148485;-93.1743721299028,44.9929645148485]","[-93.1744501299028,-93.1743721299028,-93.1743721299028,-93.1744501299028,-93.1744501299028,NaN]","[44.9929645148485,44.9929645148485,44.9929575148485,44.9929575148485,44.9929645148485,NaN]",72,-93.17452594,44.99298836,-93.17444794,44.99298136
61,"[-93.1744506977196,44.9929504012851;-93.1743726977196,44.9929574012851]","[-93.1744506977196,-93.1743726977196,-93.1743726977196,-93.1744506977196,-93.1744506977196,NaN]","[44.9929574012851,44.9929574012851,44.9929504012851,44.9929504012851,44.9929574012851,NaN]",73,-93.17452594,44.99298136,-93.17444794,44.99297436
62,"[-93.1744511519729,44.9929431741585;-93.1743731519729,44.9929501741584]","[-93.1744511519729,-93.1743731519729,-93.1743731519729,-93.1744511519729,-93.1744511519729,NaN]","[44.9929501741584,44.9929501741584,44.9929431741585,44.9929431741585,44.9929501741584,NaN]",74,-93.17452594,44.99297436,-93.17444794,44.99296736
63,"[-93.1744497892128,44.9929362877218;-93.1743717892128,44.9929432877218]","[-93.1744497892128,-93.1743717892128,-93.1743717892128,-93.1744497892128,-93.1744497892128,NaN]","[44.9929432877218,44.9929432877218,44.9929362877218,44.9929362877218,44.9929432877218,NaN]",75,-93.17452594,44.99296736,-93.17444794,44.99296036
64,"[-93.1744503570295,44.9929298555385;-93.1743723570295,44.9929368555385]","[-93.1744503570295,-93.1743723570295,-93.1743723570295,-93.1744503570295,-93.1744503570295,NaN]","[44.9929368555385,44.9929368555385,44.9929298555385,44.9929298555385,44.9929368555385,NaN]",76,-93.17452594,44.99296036,-93.17444794,44.99295336
65,"[-93.1744500163395,44.9929233097919;-93.1743720163395,44.9929303097919]","[-93.1744500163395,-93.1743720163395,-93.1743720163395,-93.1744500163395,-93.1744500163395,NaN]","[44.9929303097919,44.9929303097919,44.9929233097919,44.9929233097919,44.9929303097919,NaN]",77,-93.17452594,44.99295336,-93.17444794,44.99294636
66,"[-93.1744495620861,44.9929164233553;-93.1743715620861,44.9929234233553]","[-93.1744495620861,-93.1743715620861,-93.1743715620861,-93.1744495620861,-93.1744495620861,NaN]","[44.9929234233553,44.9929234233553,44.9929164233553,44.9929164233553,44.9929234233553,NaN]",78,-93.17452594,44.99294636,-93.17444794,44.99293936
67,"[-93.1744491078327,44.9929105589887;-93.1743711078327,44.9929175589887]","[-93.1744491078327,-93.1743711078327,-93.1743711078327,-93.1744491078327,-93.1744491078327,NaN]","[44.9929175589887,44.9929175589887,44.9929105589887,44.9929105589887,44.9929175589887,NaN]",79,-93.17452594,44.99293936,-93.17444794,44.99293236
68,"[-93.1744483128893,44.9929037861154;-93.1743703128893,44.9929107861154]","[-93.1744483128893,-93.1743703128893,-93.1743703128893,-93.1744483128893,-93.1744483128893,NaN]","[44.9929107861154,44.9929107861154,44.9929037861154,44.9929037861154,44.9929107861154,NaN]",80,-93.17452594,44.99293236,-93.17444794,44.99292536
69,"[-93.1744525147331,44.9928963318620;-93.1743745147331,44.9929033318620]","[-93.1744525147331,-93.1743745147331,-93.1743745147331,-93.1744525147331,-93.1744525147331,NaN]","[44.9929033318620,44.9929033318620,44.9928963318620,44.9928963318620,44.9929033318620,NaN]",81,-93.17452594,44.99292536,-93.17444794,44.99291836
70,"[-93.1744524011698,44.9928892182987;-93.1743744011698,44.9928962182987]","[-93.1744524011698,-93.1743744011698,-93.1743744011698,-93.1744524011698,-93.1744524011698,NaN]","[44.9928962182987,44.9928962182987,44.9928892182987,44.9928892182987,44.9928962182987,NaN]",82,-93.17452594,44.99291836,-93.17444794,44.99291136
71,"[-93.1744514926630,44.9928823318620;-93.1743734926630,44.9928893318620]","[-93.1744514926630,-93.1743734926630,-93.1743734926630,-93.1744514926630,-93.1744514926630,NaN]","[44.9928893318620,44.9928893318620,44.9928823318620,44.9928823318620,44.9928893318620,NaN]",83,-93.17452594,44.99291136,-93.17444794,44.99290436
72,"[-93.1744518333530,44.9928749911720;-93.1743738333530,44.9928819911720]","[-93.1744518333530,-93.1743738333530,-93.1743738333530,-93.1744518333530,-93.1744518333530,NaN]","[44.9928819911720,44.9928819911720,44.9928749911720,44.9928749911720,44.9928819911720,NaN]",84,-93.17452594,44.99290436,-93.17444794,44.99289736
73,"[-93.1744538774933,44.9928682182987;-93.1743758774933,44.9928752182987]","[-93.1744538774933,-93.1743758774933,-93.1743758774933,-93.1744538774933,-93.1744538774933,NaN]","[44.9928752182987,44.9928752182987,44.9928682182987,44.9928682182987,44.9928752182987,NaN]",85,-93.17452594,44.99289736,-93.17444794,44.99289036
74,"[-93.1744543317467,44.9928612182987;-93.1743763317466,44.9928682182987]","[-93.1744543317467,-93.1743763317466,-93.1743763317466,-93.1744543317467,-93.1744543317467,NaN]","[44.9928682182987,44.9928682182987,44.9928612182987,44.9928612182987,44.9928682182987,NaN]",86,-93.17452594,44.99289036,-93.17444794,44.99288336
75,"[-93.1744497892128,44.9928544454254;-93.1743717892128,44.9928614454254]","[-93.1744497892128,-93.1743717892128,-93.1743717892128,-93.1744497892128,-93.1744497892128,NaN]","[44.9928614454254,44.9928614454254,44.9928544454254,44.9928544454254,44.9928614454254,NaN]",87,-93.17452594,44.99288336,-93.17444794,44.99287636
76,"[-93.1744511519730,44.9928471047353;-93.1743731519729,44.9928541047353]","[-93.1744511519730,-93.1743731519729,-93.1743731519729,-93.1744511519730,-93.1744511519730,NaN]","[44.9928541047353,44.9928541047353,44.9928471047353,44.9928471047353,44.9928541047353,NaN]",88,-93.17452594,44.99287636,-93.17444794,44.99286936
77,"[-93.1744514926630,44.9928397640453;-93.1743734926630,44.9928467640453]","[-93.1744514926630,-93.1743734926630,-93.1743734926630,-93.1744514926630,-93.1744514926630,NaN]","[44.9928467640453,44.9928467640453,44.9928397640453,44.9928397640453,44.9928467640453,NaN]",89,-93.17452594,44.99286936,-93.17444794,44.99286236
78,"[-93.1744512655363,44.9928323097919;-93.1743732655363,44.9928393097919]","[-93.1744512655363,-93.1743732655363,-93.1743732655363,-93.1744512655363,-93.1744512655363,NaN]","[44.9928393097919,44.9928393097919,44.9928323097919,44.9928323097919,44.9928393097919,NaN]",90,-93.17452594,44.99286236,-93.17444794,44.99285536
79,"[-93.1744500163395,44.9928259911720;-93.1743720163395,44.9928329911720]","[-93.1744500163395,-93.1743720163395,-93.1743720163395,-93.1744500163395,-93.1744500163395,NaN]","[44.9928329911720,44.9928329911720,44.9928259911720,44.9928259911720,44.9928329911720,NaN]",91,-93.17452594,44.99285536,-93.17444794,44.99284836
80,"[-93.1744470636925,44.9928189911720;-93.1743690636925,44.9928259911720]","[-93.1744470636925,-93.1743690636925,-93.1743690636925,-93.1744470636925,-93.1744470636925,NaN]","[44.9928259911720,44.9928259911720,44.9928189911720,44.9928189911720,44.9928259911720,NaN]",92,-93.17452594,44.99284836,-93.17444794,44.99284136
81,"[-93.1744535368032,44.9928121047353;-93.1743755368032,44.9928191047353]","[-93.1744535368032,-93.1743755368032,-93.1743755368032,-93.1744535368032,-93.1744535368032,NaN]","[44.9928191047353,44.9928191047353,44.9928121047353,44.9928121047353,44.9928191047353,NaN]",93,-93.17452594,44.99284136,-93.17444794,44.99283436
82,"[-93.1744506977196,44.9928051047353;-93.1743726977196,44.9928121047353]","[-93.1744506977196,-93.1743726977196,-93.1743726977196,-93.1744506977196,-93.1744506977196,NaN]","[44.9928121047353,44.9928121047353,44.9928051047353,44.9928051047353,44.9928121047353,NaN]",94,-93.17452594,44.99283436,-93.17444794,44.99282736
83,"[-93.1744480857626,44.9927976504820;-93.1743700857626,44.9928046504819]","[-93.1744480857626,-93.1743700857626,-93.1743700857626,-93.1744480857626,-93.1744480857626,NaN]","[44.9928046504819,44.9928046504819,44.9927976504820,44.9927976504820,44.9928046504819,NaN]",95,-93.17452594,44.99282736,-93.17444794,44.99282036
84,"[-93.1744481993259,44.9927904233553;-93.1743701993259,44.9927974233553]","[-93.1744481993259,-93.1743701993259,-93.1743701993259,-93.1744481993259,-93.1744481993259,NaN]","[44.9927974233553,44.9927974233553,44.9927904233553,44.9927904233553,44.9927974233553,NaN]",96,-93.17452594,44.99282036,-93.17444794,44.99281336
85,"[-93.1744524011698,44.9927835369186;-93.1743744011697,44.9927905369186]","[-93.1744524011698,-93.1743744011697,-93.1743744011697,-93.1744524011698,-93.1744524011698,NaN]","[44.9927905369186,44.9927905369186,44.9927835369186,44.9927835369186,44.9927905369186,NaN]",97,-93.17452594,44.99281336,-93.17444794,44.99280636
